JOB_ID,Agency,Posting_Type,Number_Of_Positions,Civil_Service_Title,Job_Category,Full_Time_Part_Time_Indicator,Career_Level,Salary_Range_From,Salary_Range_To,Salary_Frequency,Work_Location,Posting_Date
625159,HRA/DEPT OF SOCIAL SERVICES,External,1,ADMINISTRATIVE STAFF ANALYST,"Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Technology, Data & Innovation Social Services",F,Manager,80931,146088,Annual,4 World Trade Center,1/29/2024
611255,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CITY MEDICAL SPECIALIST (PART-,"Constituent Services & Community Programs Health Policy, Research & Analysis",P,Experienced (non-manager),79.23,84.86,Hourly,30-30 47TH AVE,10/17/2023
636708,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE STAFF ANALYST,Administration & Human Resources,F,Experienced (non-manager),77158,88732,Annual,4 World Trade Center,5/21/2024
693400,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,PUBLIC HEALTH ADVISER,Health,F,Experienced (non-manager),53074,61035,Annual,42-09 28th Street,12/17/2024
592342,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CONSULTANT PUBLIC HEALTH NURSE,"Constituent Services & Community Programs Health Policy, Research & Analysis",P,Experienced (non-manager),50.3908,50.3908,Hourly,2238 Fifth Ave New York,7/10/2023
712839,DEPT OF DESIGN & CONSTRUCTION,External,2,PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),64242,73878,Annual,30-30 Thomson Ave L I City Qns,5/2/2025
643821,TAX COMMISSION,External,1,EXECUTIVE AGENCY COUNSEL,"Policy, Research & Analysis",F,Manager,91090,235036,Annual,"1 Centre St., N.Y.",8/9/2024
695748,DEPT OF DESIGN & CONSTRUCTION,External,1,ADMINISTRATIVE PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),60443,127720,Annual,30-30 Thomson Ave L I City Qns,1/13/2025
708868,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,LABORATORY ASSOCIATE,Health,P,Experienced (non-manager),27.1801,27.1801,Hourly,NYC - All Boroughs,4/2/2025
701550,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADM ENGINEER (NON MGRL),"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),60443,164461,Annual,96-05 Horace Harding Expway,2/14/2025
617194,ADMIN FOR CHILDREN'S SVCS,External,5,PROTECTION AGENT (ACS),"Public Safety, Inspections, & Enforcement Social Services",F,Experienced (non-manager),66822,100434,Annual,"150 William Street, New York N",3/15/2024
687128,DEPT OF ENVIRONMENT PROTECTION,External,1,EXECUTIVE PROGRAM SPECIALIST (,"Finance, Accounting, & Procurement",F,Experienced (non-manager),66066,160000,Annual,59-17 Junction Blvd Corona Ny,12/11/2024
540243,DEPT OF ENVIRONMENT PROTECTION,Internal,1,AGENCY ATTORNEY,Legal Affairs,F,Experienced (non-manager),79620,91563,Annual,59-17 Junction Blvd Corona Ny,7/25/2022
584331,DEPT. OF HOMELESS SERVICES,External,1,ADMINISTRATIVE DIRECTOR OF SOC,"Administration & Human Resources Policy, Research & Analysis Social Services",F,Executive,175000,187991,Annual,"33 Beaver St, New York Ny",4/26/2023
699481,DEPT. OF HOMELESS SERVICES,External,1,COMMUNITY COORDINATOR,Constituent Services & Community Programs Social Services,F,Entry-Level,60889,70022,Annual,"39 Auburn Pl, Brooklyn",3/24/2025
691759,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CITY RESEARCH SCIENTIST,"Health Policy, Research & Analysis",F,Experienced (non-manager),84981,97728,Annual,42-09 28th Street,12/26/2024
711848,NYC HOUSING AUTHORITY,Internal,1,RESIDENT BUILDING SUPERINTENDE,Building Operations & Maintenance,F,Entry-Level,65750,102312,Annual,Lincoln Houses,5/8/2025
713442,DISTRICT ATTORNEY KINGS COUNTY,External,1,COMMUNITY ASSOCIATE,Legal Affairs,F,Experienced (non-manager),49615,49615,Annual,"350 Jay St, Brooklyn  Ny",5/14/2025
691097,POLICE DEPARTMENT,External,1,STAFF ANALYST,"Policy, Research & Analysis",F,Experienced (non-manager),60549,69631,Annual,"1 Police Plaza, N.Y.",12/3/2024
715112,POLICE DEPARTMENT,External,1,ASSOCIATE INVESTIGATOR (NOT PR,Administration & Human Resources,F,Experienced (non-manager),57490,85912,Annual,"1 Police Plaza, N.Y.",5/22/2025
705909,CONSUMER AND WORKER PROTECTION,Internal,1,CLERICAL ASSOCIATE,Legal Affairs,F,Experienced (non-manager),45040,52242,Annual,"42 Broadway, N.Y.",3/6/2025
681511,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CITY RESEARCH SCIENTIST,"Green Jobs Health Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),72190,87349,Annual,59-17 Junction Blvd Corona Ny,9/26/2024
611075,DEPARTMENT OF TRANSPORTATION,Internal,1,TRAFFIC CONTROL INSPECTOR,"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),49403,69803,Annual,34-02 Queens Boulevard Long Is,10/18/2023
711825,DEPT OF HEALTH/MENTAL HYGIENE,Internal,2,PUBLIC HEALTH SANITARIAN,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),51460,51460,Annual,NYC - All Boroughs,4/21/2025
698748,OFFICE OF MANAGEMENT & BUDGET,Internal,1,BUDGET ANALYST (OMB),"Finance, Accounting, & Procurement Policy, Research & Analysis",F,Entry-Level,58581,58581,Annual,255 Greenwich Street,1/23/2025
697366,DEPARTMENT OF INVESTIGATION,External,1,CONFIDENTIAL INVESTIGATOR,"Public Safety, Inspections, & Enforcement",F,Entry-Level,50775,60000,Annual,180 Maiden Lane,5/21/2025
634205,DEPT OF ENVIRONMENT PROTECTION,Internal,1,COMPUTER ASSOC (SOFTWARE),"Technology, Data & Innovation",F,Experienced (non-manager),72774,83690,Annual,96-05 Horace Harding Expway,4/30/2024
714222,BRONX DISTRICT ATTORNEY,Internal,15,RACKETS INVESTIGATOR,"Legal Affairs Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),63498,63498,Annual,198 E161St Street Bronx N.Y.,5/12/2025
710151,DISTRICT ATTORNEY-MANHATTAN,Internal,1,COMMUNITY ASSOCIATE,"Legal Affairs Policy, Research & Analysis",F,Experienced (non-manager),55150,58508,Annual,"80 Centre St., N.Y.",4/7/2025
709420,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,PUBLIC HEALTH EPIDEMIOLOGIST,Health,F,Experienced (non-manager),70967,70967,Annual,30-30 47TH AVE,4/3/2025
634986,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE ENGINEER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Manager,78721,209971,Annual,"465 Columbus Ave. Valhalla, Ny",5/10/2024
715059,HOUSING PRESERVATION & DVLPMNT,External,1,SUPERVISOR OF MECHANICAL INSTA,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),105000,105000,Annual,100 Gold Street,5/19/2025
632868,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CONTRACT SPECIALIST,"Finance, Accounting, & Procurement",F,Experienced (non-manager),57550,66182,Annual,"455 First Ave., N.Y.",2/5/2025
700144,OFF OF PAYROLL ADMINISTRATION,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,"Finance, Accounting, & Procurement",F,Experienced (non-manager),53370,67000,Annual,5 Manhattan West,1/28/2025
706123,BOROUGH PRESIDENT-BRONX,External,1,COMMUNITY ASSOCIATE,Communications & Intergovernmental Affairs,F,Entry-Level,43143,71800,Annual,"851 Grand Concourse, Bronx",3/7/2025
699564,ADMIN TRIALS AND HEARINGS,External,1,CLERICAL ASSOCIATE,Constituent Services & Community Programs,F,Entry-Level,45040,51796,Annual,"31-00 47 Ave, 3 FL, LIC NY",1/23/2025
638984,DEPARTMENT OF TRANSPORTATION,Internal,1,CLERICAL ASSOCIATE,"Administration & Human Resources Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),43728,68645,Annual,55 Water St Ny Ny,6/26/2024
702222,DEPT OF HEALTH/MENTAL HYGIENE,External,1,ACCOUNTANT,"Finance, Accounting, & Procurement",F,Experienced (non-manager),63043,97026,Annual,42-09 28th Street,2/11/2025
549925,DEPT OF ENVIRONMENT PROTECTION,Internal,18,CIVIL ENGINEERING INTERN,"Engineering, Architecture, & Planning",F,Entry-Level,51413,59125,Annual,59-17 Junction Blvd Corona Ny,9/10/2022
706664,DEPT OF HEALTH/MENTAL HYGIENE,External,4,SUPERVISING PUBLIC HEALTH ADVI,Health,F,Experienced (non-manager),61080,70242,Annual,42-09 28th Street,3/12/2025
707411,DEPT OF ENVIRONMENT PROTECTION,External,1,COMMUNITY COORDINATOR,"Constituent Services & Community Programs Green Jobs Policy, Research & Analysis",F,Entry-Level,60889,94521,Annual,59-17 Junction Blvd Corona Ny,3/28/2025
708505,BRONX DISTRICT ATTORNEY,Internal,1,IT PROJECT SPECIALIST,"Technology, Data & Innovation",F,Experienced (non-manager),115000,130000,Annual,198 E161St Street Bronx N.Y.,3/24/2025
595183,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE PROJECT MANAGER,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,Experienced (non-manager),58682,162537,Annual,96-05 Horace Harding Expway,8/13/2023
709978,DEPT OF ENVIRONMENT PROTECTION,External,4,ENGINEERING TECHNICIAN,"Engineering, Architecture, & Planning",F,Experienced (non-manager),55154,81257,Annual,"Wards Island, N.Y.",4/25/2025
691812,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CIVIL ENGINEER,"Green Jobs Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),90667,125964,Annual,59-17 Junction Blvd Corona Ny,2/19/2025
623956,HRA/DEPT OF SOCIAL SERVICES,Internal,3,CLERICAL ASSOCIATE,Social Services,F,Experienced (non-manager),39763,45728,Annual,4 World Trade Center,1/19/2024
710992,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADM ENGINEER (NON MGRL),"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),60443,164461,Annual,"465 Columbus Ave. Valhalla, Ny",4/25/2025
705513,DEPARTMENT FOR THE AGING,External,1,EXECUTIVE AGENCY COUNSEL,Legal Affairs Social Services,F,Manager,100000,120000,Annual,"2 Lafayette St., N.Y.",4/24/2025
715328,POLICE DEPARTMENT,External,2,PARALEGAL AIDE,Legal Affairs,F,Experienced (non-manager),48618,68036,Annual,Default,5/22/2025
538207,DEPARTMENT OF CORRECTION,Internal,2,LEGAL COORDINATOR,Constituent Services & Community Programs Social Services,F,Experienced (non-manager),47418,54531,Annual,75-20 Astoria Blvd,7/1/2022
711101,FINANCIAL INFO SVCS AGENCY,External,1,ADM MANAGER-NON-MGRL FRM M1/M2,"Technology, Data & Innovation Policy, Research & Analysis",F,Experienced (non-manager),84109,150000,Annual,5 Manhattan West,4/15/2025
709702,BRONX COMMUNITY BOARD #5,External,1,COMMUNITY ASSISTANT,Constituent Services & Community Programs,F,Entry-Level,38712,47487,Annual,"W 181St St. & University Ave.,",4/3/2025
684524,DEPT OF ENVIRONMENT PROTECTION,External,1,ASSOCIATE PROJECT MANAGER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),76262,110444,Annual,96-05 Horace Harding Expway,12/31/2024
699900,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ADMINISTRATIVE JOB OPPORTUNITY,Social Services,F,Manager,130000,140849,Annual,"305 Rider Avenue, Bronx",1/27/2025
707903,DEPARTMENT OF SANITATION,Internal,5,AUTO MECHANIC,Building Operations & Maintenance,F,Experienced (non-manager),335.68,390.72,Daily,"52-35 58Th St., Woodside, Ny",4/11/2025
469953,HRA/DEPT OF SOCIAL SERVICES,External,1,STAFF ANALYST,Administration & Human Resources Social Services,F,Experienced (non-manager),58152,71556,Annual,4 World Trade Center,7/26/2021
699561,DEPT OF ENVIRONMENT PROTECTION,External,1,SUMMER GRADUATE INTERN,"Administration & Human Resources Technology, Data & Innovation Policy, Research & Analysis",F,Student,18.5,18.5,Hourly,59-17 Junction Blvd Corona Ny,2/20/2025
713261,POLICE DEPARTMENT,Internal,1,ADMINISTRATIVE STAFF ANALYST (,Administration & Human Resources,F,Experienced (non-manager),95051,127802,Annual,"1 Police Plaza, N.Y.",5/2/2025
622972,DEPT OF ENVIRONMENT PROTECTION,External,2,CLERICAL ASSOCIATE,Administration & Human Resources,F,Experienced (non-manager),39763,45728,Annual,59-17 Junction Blvd Corona Ny,1/22/2024
638143,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,PUBLIC HEALTH ADVISER,"Constituent Services & Community Programs Health Policy, Research & Analysis",F,Experienced (non-manager),51528,59257,Annual,42-09 28th Street,6/13/2024
683655,OFF OF PAYROLL ADMINISTRATION,Internal,1,CLERICAL ASSOCIATE,"Administration & Human Resources Technology, Data & Innovation",F,Experienced (non-manager),36917,55082,Annual,5 Manhattan West,10/9/2024
713875,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CITY RESEARCH SCIENTIST,"Policy, Research & Analysis",F,Experienced (non-manager),95070,109330,Annual,42-09 28th Street,5/7/2025
687159,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE BENEFITS OPPORTUNITY,Social Services,F,Experienced (non-manager),68423,78686,Annual,4 World Trade Center,11/4/2024
694867,DEPT OF HEALTH/MENTAL HYGIENE,External,1,PUBLIC HEALTH ADVISER,Health,F,Experienced (non-manager),53074,61035,Annual,NYC - All Boroughs,12/26/2024
561420,DEPARTMENT OF TRANSPORTATION,External,1,RESEARCH ASSISTANT,"Policy, Research & Analysis",F,Experienced (non-manager),45428,68741,Annual,55 Water St Ny Ny,11/18/2022
712274,HRA/DEPT OF SOCIAL SERVICES,External,1,ASSOCIATE BENEFITS OPPORTUNITY,Social Services,F,Experienced (non-manager),58377,67134,Annual,470 Vanderbilt Ave,4/24/2025
688173,DEPT OF ENVIRONMENT PROTECTION,External,1,GEOLOGIST,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),55519,96395,Annual,96-05 Horace Harding Expway,2/4/2025
709637,DEPT OF HEALTH/MENTAL HYGIENE,External,1,SPECIAL OFFICER,Building Operations & Maintenance,F,Experienced (non-manager),38064,38064,Annual,42-09 28th Street,4/3/2025
713011,DEPARTMENT OF TRANSPORTATION,Internal,1,AGENCY ATTORNEY,Legal Affairs,F,Experienced (non-manager),71163,108641,Annual,55 Water St Ny Ny,5/1/2025
637196,DEPT OF HEALTH/MENTAL HYGIENE,External,1,PUBLIC HEALTH EDUCATOR,"Constituent Services & Community Programs Health Policy, Research & Analysis",F,Experienced (non-manager),66075,80000,Annual,42-09 28th Street,5/30/2024
708569,DEPT OF ENVIRONMENT PROTECTION,Internal,1,IT PROJECT SPECIALIST,"Technology, Data & Innovation",F,Experienced (non-manager),92236,106071,Annual,59-17 Junction Blvd Corona Ny,4/8/2025
626415,HRA/DEPT OF SOCIAL SERVICES,Internal,1,COMPUTER SPECIALIST (SOFTWARE),"Technology, Data & Innovation Social Services",F,Experienced (non-manager),100743,115854,Annual,15 Metrotech,2/8/2024
708505,BRONX DISTRICT ATTORNEY,External,1,IT PROJECT SPECIALIST,"Technology, Data & Innovation",F,Experienced (non-manager),115000,130000,Annual,198 E161St Street Bronx N.Y.,3/24/2025
714885,OFFICE OF CRIMINAL JUSTICE,Internal,1,RESEARCH PROJECTS COOR(MA)-MGR,"Administration & Human Resources Finance, Accounting, & Procurement Building Operations & Maintenance",F,Manager,66066,105000,Annual,"1 Centre St., N.Y.",5/15/2025
638240,DEPT OF HEALTH/MENTAL HYGIENE,External,1,PUBLIC HEALTH ADVISER,"Constituent Services & Community Programs Health Policy, Research & Analysis",F,Experienced (non-manager),51528,59257,Annual,42-09 28th Street,6/13/2024
711578,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CITY RESEARCH SCIENTIST,"Policy, Research & Analysis",F,Experienced (non-manager),106117,128750,Annual,"125 Worth Street, Nyc",4/18/2025
713714,DISTRICT ATTORNEY-MANHATTAN,External,2,COMMUNITY ASSOCIATE,"Finance, Accounting, & Procurement Legal Affairs",F,Experienced (non-manager),55150,58508,Annual,"80 Centre St., N.Y.",5/6/2025
638719,OFFICE OF MANAGEMENT & BUDGET,External,1,BUDGET ANALYST (OMB),"Finance, Accounting, & Procurement Policy, Research & Analysis",F,Entry-Level,95208,103776,Annual,255 Greenwich Street,6/20/2024
685632,DEPT OF ENVIRONMENT PROTECTION,Internal,2,CIVIL ENGINEERING INTERN,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Entry-Level,57866,70075,Annual,96-05 Horace Harding Expway,11/6/2024
710927,DEPT OF DESIGN & CONSTRUCTION,Internal,1,ASSISTANT CIVIL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),64242,73878,Annual,30-30 Thomson Ave L I City Qns,4/22/2025
535760,DEPT OF ENVIRONMENT PROTECTION,External,1,ENGINEERING TECHNICIAN,"Engineering, Architecture, & Planning",F,Experienced (non-manager),42114,48431,Annual,96-05 Horace Harding Expway,6/27/2022
633979,DEPT OF ENVIRONMENT PROTECTION,External,2,PROJECT MANAGER INTERN#,"Engineering, Architecture, & Planning",F,Entry-Level,56313,64760,Annual,96-05 Horace Harding Expway,4/29/2024
623592,DEPT OF HEALTH/MENTAL HYGIENE,Internal,8,PUBLIC HEALTH NURSE (SCHOOL HE,"Constituent Services & Community Programs Health Policy, Research & Analysis",P,Experienced (non-manager),45.91,45.91,Hourly,"1826 Arthur Ave., Bronx",1/26/2024
701351,DEPT OF CITYWIDE ADMIN SVCS,Internal,1,AGENCY ATTORNEY,Legal Affairs,F,Experienced (non-manager),71163,81838,Annual,"250 Broadway, N.Y.",5/5/2025
556406,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ADMINISTRATIVE STAFF ANALYST (,Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Social Services,F,Experienced (non-manager),94715,102000,Annual,4 World Trade Center,10/31/2023
633260,DEPT OF ENVIRONMENT PROTECTION,External,1,ASSOCIATE PROJECT MANAGER,"Green Jobs Policy, Research & Analysis",F,Experienced (non-manager),81571,119554,Annual,59-17 Junction Blvd Corona Ny,4/29/2024
695849,DEPT OF HEALTH/MENTAL HYGIENE,External,3,PUBLIC HEALTH ASSISTANT (SCHOO,Health,P,Experienced (non-manager),19.77,19.77,Hourly,1780 Ocean Avenue,1/3/2025
681550,DEPT OF DESIGN & CONSTRUCTION,External,1,ASSOCIATE PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),76262,87701,Annual,30-30 Thomson Ave L I City Qns,9/30/2024
645884,DEPT OF DESIGN & CONSTRUCTION,External,1,COMMUNITY COORDINATOR,Constituent Services & Community Programs,F,Experienced (non-manager),60889,70022,Annual,30-30 Thomson Ave L I City Qns,8/13/2024
714286,NYC HOUSING AUTHORITY,Internal,1,SPECIAL ASSISTANT TO THE DEPUT,Administration & Human Resources,F,Manager,81083,160000,Annual,Office of CAO,5/19/2025
650663,HRA/DEPT OF SOCIAL SERVICES,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Green Jobs,F,Experienced (non-manager),64137,73758,Annual,375 Pearl Street,8/30/2024
714149,NYC HOUSING AUTHORITY,Internal,1,RESIDENT BUILDING SUPERINTENDE,Building Operations & Maintenance,F,Entry-Level,65750,102312,Annual,Douglass Houses,5/14/2025
615690,BRONX DISTRICT ATTORNEY,Internal,3,COMMUNITY ASSOCIATE,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Legal Affairs Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),60000,60000,Annual,198 E161St Street Bronx N.Y.,11/17/2023
715028,BRONX DISTRICT ATTORNEY,Internal,10,COMMUNITY ASSISTANT,Legal Affairs,F,Entry-Level,42092,42092,Annual,198 E161St Street Bronx N.Y.,5/19/2025
678986,DEPT OF HEALTH/MENTAL HYGIENE,External,1,ADMINISTRATIVE PUBLIC HEALTH S,"Health Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),64142,103497,Annual,"1230 Zerega Avenue, Bronx Ny",9/27/2024
708770,BRONX DISTRICT ATTORNEY,Internal,1,COMMUNITY COORDINATOR,"Policy, Research & Analysis",F,Experienced (non-manager),94521,94521,Annual,"215 E 161St St., Bronx",3/24/2025
558327,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Manager,64922,173486,Annual,96-05 Horace Harding Expway,11/15/2022
696513,DEPT OF HEALTH/MENTAL HYGIENE,External,1,SUPERVISOR III SOCIAL WORK,Health Social Services,F,Experienced (non-manager),82192,107736,Annual,42-09 28th Street,1/8/2025
617852,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE ENGINEER,"Engineering, Architecture, & Planning",F,Manager,72038,192152,Annual,96-05 Horace Harding Expway,12/19/2023
586463,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE STAFF ANALYST (,"Policy, Research & Analysis",F,Experienced (non-manager),84451,113550,Annual,96-05 Horace Harding Expway,5/12/2023
713788,TAXI & LIMOUSINE COMMISSION,External,80,TAXI AND LIMOUSINE INSPECTOR,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),52931,52931,Annual,31-89 123rd Street CP TLC,5/6/2025
